;missing in:;chi2:;p_value;category;p_adj;type
1079;fanca_mut;224.3621514527116;3.687879953548478e-10;herc2_mut;2.670177951859401e-09;gene-gene
5023;nf2_mut;78.02084823334931;3.7753276388783194e-10;gps2_mut;2.7306639971886974e-09;gene-gene
5329;clrn2_mut;77.99909846421474;3.8093830406279866e-10;rpgr_mut;2.75244667061714e-09;gene-gene
2947;type_of_breast_surgery;85.8059192959106;3.973657905183034e-10;men1_mut;2.8681764239167214e-09;clinic-gene
2948;type_of_breast_surgery;85.79503503461623;3.990908605911701e-10;brip1_mut;2.8776551526837e-09;clinic-gene
6731;nr3c1_mut;211.13450344925172;4.1407983304771817e-10;pde4dip_mut;2.9826554572210377e-09;gene-gene
3453;tumor_size;284.51031296689473;4.2020202189781047e-10;ahnak_mut;3.023637000000002e-09;clinic-gene
1065;fanca_mut;471.71871244304737;4.2707537619256217e-10;muc16_mut;3.069933799853325e-09;gene-gene
3790;taf4b_mut;138.98835998246392;4.37702832439702e-10;ptprd_mut;3.143093206840902e-09;gene-gene
1016;myo1a_mut;79.50318875870585;4.698526925345418e-10;ttyh1_mut;3.3704935962411125e-09;gene-gene
1078;fanca_mut;245.65644137428012;4.894310522730398e-10;dnah5_mut;3.507338217673568e-09;gene-gene
2165;er_status_measured_by_ihc;125.65028361176469;5.004666609780137e-10;apc_mut;3.5827464756694484e-09;clinic-gene
1165;fanca_mut;79.29925943710266;5.106471106540975e-10;ttyh1_mut;3.651884710481248e-09;gene-gene
3529;tumor_size;94.50231441734621;5.201036505823895e-10;map3k10_mut;3.7157098227189727e-09;clinic-gene
1167;fanca_mut;81.23382540374918;5.207921886302183e-10;map3k13_mut;3.7168284187531512e-09;gene-gene
1693;gldc_mut;161.6619291566986;5.386605614129856e-10;thada_mut;3.84042994142095e-09;gene-gene
5378;prr16_mut;345.56363167614404;5.534591037484868e-10;syne1_mut;3.937900975448981e-09;gene-gene
5825;agtr2_mut;345.5636316761439;5.534591037485187e-10;syne1_mut;3.937900975448981e-09;gene-gene
2202;er_status_measured_by_ihc;76.97089315871398;5.820618654620956e-10;gps2_mut;4.137198630705659e-09;clinic-gene
3001;stk11_mut;406.96123607698183;5.984912010616692e-10;ahnak2_mut;4.249652461197035e-09;gene-gene
2305;fam20c_mut;134.80313336127142;6.060809560504237e-10;thsd7a_mut;4.29917526895869e-09;gene-gene
3675;flt3_mut;99.5106911345826;6.078491958217554e-10;setdb1_mut;4.307345163495543e-09;gene-gene
1416;myo3a_mut;125.05955349058766;6.118255125221647e-10;alk_mut;4.331129540012527e-09;gene-gene
544;neoplasm_histologic_grade;102.9562445777518;6.301764783794525e-10;bap1_mut;4.456521310159144e-09;clinic-gene
2880;type_of_breast_surgery;170.17663803245802;6.343158846105606e-10;pten_mut;4.48125893404852e-09;clinic-gene
4109;prkacg_mut;111.3431718656558;6.930365597327541e-10;foxo3_mut;4.891158023083588e-09;gene-gene
2740;sik1_mut;157.56637772524292;7.429730658256694e-10;nf1_mut;5.238297488318823e-09;gene-gene
788;ep300_mut;190.27952818341305;7.443314588129017e-10;col6a3_mut;5.2425845793606295e-09;gene-gene
5557;dtwd2_mut;172.55669085827188;7.594000471913691e-10;ncor1_mut;5.343331449875222e-09;gene-gene
597;cellularity;48.35692260937133;7.95164276294075e-10;cohort;5.589348891817609e-09;clinic-clinic
1731;gldc_mut;107.45528089887637;8.181190024171613e-10;arid2_mut;5.7449220802901566e-09;gene-gene
6290;nt5e_mut;189.93235294633257;8.211712983064724e-10;col6a3_mut;5.754788225945238e-09;gene-gene
6439;braf_mut;189.93235294633254;8.211712983064837e-10;col6a3_mut;5.754788225945238e-09;gene-gene
2938;type_of_breast_surgery;85.838641553802;8.345799417946866e-10;smad4_mut;5.842895845009494e-09;clinic-gene
2942;type_of_breast_surgery;85.82772253703621;8.381635304862968e-10;palld_mut;5.8562485875078384e-09;clinic-gene
2941;type_of_breast_surgery;85.82772253703618;8.381635304863086e-10;smarcc1_mut;5.8562485875078384e-09;clinic-gene
794;ep300_mut;173.6863140198376;8.436022352567791e-10;col12a1_mut;5.888360457281833e-09;gene-gene
5251;clrn2_mut;158.25939045467763;9.572937627540266e-10;cbfb_mut;6.668605703252725e-09;gene-gene
4953;nf2_mut;158.25939045467766;9.572937627540407e-10;cbfb_mut;6.668605703252725e-09;gene-gene
1895;sbno1_mut;87.2150000227435;1.0160384419074636e-09;agmo_mut;7.070777483672757e-09;gene-gene
3763;taf4b_mut;210.61573643778345;1.032775164968134e-09;birc6_mut;7.180099579733684e-09;gene-gene
1018;myo1a_mut;79.47952977359074;1.0566885370026524e-09;map3k13_mut;7.339048516935918e-09;gene-gene
2365;fam20c_mut;67.18891798933453;1.0710235287311503e-09;gh1_mut;7.423850590520384e-09;gene-gene
2368;fam20c_mut;67.18891798933453;1.0710235287311503e-09;chek2_mut;7.423850590520384e-09;gene-gene
4248;large1_mut;118.39784465860086;1.102689858034938e-09;pik3r1_mut;7.635772089286534e-09;gene-gene
4251;large1_mut;118.3822348108817;1.1086139570636929e-09;ctcf_mut;7.669193780202002e-09;gene-gene
5551;dtwd2_mut;172.58805383496562;1.1640037874425563e-09;col12a1_mut;8.028523655341816e-09;gene-gene
5402;prr16_mut;172.58805383496565;1.1640037874425727e-09;col12a1_mut;8.028523655341816e-09;gene-gene
5998;magea8_mut;172.5880538349656;1.1640037874425733e-09;col12a1_mut;8.028523655341816e-09;gene-gene
3753;taf4b_mut;262.66899926555243;1.1780204940722852e-09;cdh1_mut;8.117188552350153e-09;gene-gene
724;cellularity;68.91812227041855;1.268981130739596e-09;prkcz_mut;8.735341044805475e-09;clinic-gene
2575;nek1_mut;188.27129696382087;1.3114994216747094e-09;col6a3_mut;9.019140215788578e-09;gene-gene
662;cellularity;138.69567239139514;1.3385617960153547e-09;shank2_mut;9.196195937816406e-09;clinic-gene
2019;kdm3a_mut;117.73819163292846;1.3825132493261123e-09;asxl1_mut;9.488821289824701e-09;gene-gene
3232;sik2_mut;89.98071350905998;1.452196242073633e-09;smarcc2_mut;9.947544258204388e-09;gene-gene
3083;stk11_mut;89.98071350905998;1.452196242073633e-09;smarcc2_mut;9.947544258204388e-09;gene-gene
3086;stk11_mut;89.94953729336393;1.4695521581114251e-09;zfp36l1_mut;1.0056572897869274e-08;gene-gene
2805;sik1_mut;78.57581733264142;1.5192405537356934e-09;map3k13_mut;1.0386432239678365e-08;gene-gene
5109;ldlrap1_mut;158.17184947577888;1.5552386878928234e-09;thada_mut;1.0611770226862458e-08;gene-gene
5258;clrn2_mut;158.17184947577888;1.5552386878928234e-09;thada_mut;1.0611770226862458e-08;gene-gene
3642;flt3_mut;131.58159597430736;1.7401204667421473e-09;usp9x_mut;1.186167970841696e-08;gene-gene
4930;nf2_mut;368.23886378054294;1.865983741230685e-09;kmt2c_mut;1.2707240155924753e-08;gene-gene
4049;prkacg_mut;278.18752085418754;1.8832602625761166e-09;ahnak_mut;1.2812404532248615e-08;gene-gene
2276;fam20c_mut;202.55050868784184;1.969008388099203e-09;tbx3_mut;1.3382744754522501e-08;gene-gene
4074;prkacg_mut;166.27772600186393;2.0108002207431584e-09;atr_mut;1.3653509370585469e-08;gene-gene
1548;ptprm_mut;152.76508490673692;2.02633761492735e-09;runx1_mut;1.3745651374269315e-08;gene-gene
3175;sik2_mut;180.35597884898328;2.3809247772611056e-09;ncor2_mut;1.613532630332041e-08;gene-gene
1406;myo3a_mut;84.85827619653216;2.5295806664141627e-09;sf3b1_mut;1.7126143523484258e-08;gene-gene
6440;braf_mut;189.9276074422255;2.7498425955396904e-09;arid1a_mut;1.8599370972929154e-08;gene-gene
3077;stk11_mut;89.99112773889449;2.8705693331355423e-09;chd1_mut;1.9397164342957477e-08;gene-gene
3231;sik2_mut;89.98071350906;2.8818242381688047e-09;map3k10_mut;1.9416881342416043e-08;gene-gene
3081;stk11_mut;89.98071350906;2.8818242381688047e-09;egfr_mut;1.9416881342416043e-08;gene-gene
3230;sik2_mut;89.98071350906;2.8818242381688047e-09;egfr_mut;1.9416881342416043e-08;gene-gene
3426;tumor_size;45.621811061163704;2.9520622610693327e-09;cohort;1.9870962445174786e-08;clinic-clinic
2260;fam20c_mut;242.61202945844263;2.9550650056649786e-09;gata3_mut;1.987203002365852e-08;gene-gene
1377;myo3a_mut;216.36754249677324;3.029535618542532e-09;herc2_mut;2.0353235929573723e-08;gene-gene
837;ep300_mut;103.76306197106197;3.055565345533714e-09;arid2_mut;2.050839103673781e-08;gene-gene
2801;sik1_mut;78.58777282389903;3.2531041899720377e-09;nrg3_mut;2.181328116634801e-08;gene-gene
1677;gldc_mut;215.82215962559383;3.4890023607473163e-09;akap9_mut;2.3372636140500002e-08;gene-gene
6878;tbl1xr1_mut;237.57949729024398;3.731086071146448e-09;dnah5_mut;2.497040074626459e-08;gene-gene
4962;nf2_mut;158.16028583417042;3.8173558785721465e-09;stab2_mut;2.552331629051061e-08;gene-gene
4094;prkacg_mut;111.46012031448925;3.8400046594773075e-09;erbb3_mut;2.5650203208191156e-08;gene-gene
3377;ptpn22_mut;94.51217796368479;3.853762128204068e-09;setdb1_mut;2.5717512884204226e-08;gene-gene
6288;nt5e_mut;189.95615947082138;4.0344803678628884e-09;utrn_mut;2.6897819017421756e-08;gene-gene
2013;kdm3a_mut;117.80116474841986;4.082431513702742e-09;adgra2_mut;2.7191562427303206e-08;gene-gene
3466;tumor_size;189.50760725874298;4.55873229465586e-09;utrn_mut;3.030624409396812e-08;clinic-gene
3317;ptpn22_mut;189.50760725874298;4.55873229465586e-09;utrn_mut;3.030624409396812e-08;gene-gene
2110;er_status_measured_by_ihc;335.64147229754155;4.653102427362248e-09;syne1_mut;3.090420785169204e-08;clinic-gene
1725;gldc_mut;107.52446258896633;4.769019799324407e-09;ctnna3_mut;3.1644008867881894e-08;gene-gene
1155;fanca_mut;81.34956320302636;4.7976264591675396e-09;smarcc1_mut;3.1803620559965464e-08;gene-gene
3076;stk11_mut;90.01198954188209;5.537523403526294e-09;pbrm1_mut;3.6673626559657076e-08;gene-gene
1385;myo3a_mut;187.269472861304;5.690504775768576e-09;arid1a_mut;3.765109551921879e-08;gene-gene
4329;tumor_other_histologic_subtype;472.44159737442635;5.831457448334861e-09;nottingham_prognostic_index;3.847440339142179e-08;clinic-clinic
4475;oncotree_code;472.44159737442635;5.831457448334861e-09;nottingham_prognostic_index;3.847440339142179e-08;clinic-clinic
4621;cancer_type_detailed;472.44159737442635;5.831457448334861e-09;nottingham_prognostic_index;3.847440339142179e-08;clinic-clinic
4956;nf2_mut;158.18924248606012;5.8544760534286945e-09;col22a1_mut;3.85898341370814e-08;gene-gene
1530;ptprm_mut;203.9868152214296;5.996174398458004e-09;birc6_mut;3.94865886164242e-08;gene-gene
1836;sbno1_mut;177.04552753643662;6.0239058756227165e-09;ncor2_mut;3.963185532295284e-08;gene-gene
2800;sik1_mut;78.59974100676092;6.777513426678792e-09;brip1_mut;4.4547964545818176e-08;gene-gene
2934;type_of_breast_surgery;85.87146841134573;6.875827375020469e-09;smarcc2_mut;4.5151697245552653e-08;clinic-gene
1863;sbno1_mut;117.80116474841984;6.963179464896083e-09;alk_mut;4.568238020772669e-08;gene-gene
3367;ptpn22_mut;94.571580775912;7.090842548200222e-09;cacna2d3_mut;4.647628225541741e-08;gene-gene
3518;tumor_size;94.56165384951451;7.116310473108858e-09;aff2_mut;4.655586261761385e-08;clinic-gene
3369;ptpn22_mut;94.56165384951451;7.116310473108858e-09;aff2_mut;4.655586261761385e-08;gene-gene
2137;er_status_measured_by_ihc;62.71183385807604;7.199235792842382e-09;akt1_mut;4.7054312894845395e-08;clinic-gene
2589;nek1_mut;151.28604198295864;7.787269157683647e-09;myh9_mut;5.085013981750995e-08;gene-gene
3745;taf4b_mut;456.00993392862233;7.876119721262205e-09;muc16_mut;5.1382304848234385e-08;gene-gene
4305;large1_mut;58.13272583201269;8.161237943904443e-09;acvrl1_mut;5.3192695442220474e-08;gene-gene
1778;gldc_mut;53.55235070086441;8.43037151979622e-09;frmd3_mut;5.489562517131052e-08;gene-gene
1184;fanca_mut;40.46001529296862;8.512046852409094e-09;ndfip1_mut;5.537585787503011e-08;gene-gene
771;ep300_mut;238.26483439233732;8.545534154450818e-09;gata3_mut;5.5541997336881736e-08;gene-gene
4530;oncotree_code;126.37702270613649;9.29451051312992e-09;usp9x_mut;6.02418784371417e-08;clinic-gene
4384;tumor_other_histologic_subtype;126.37702270613649;9.29451051312992e-09;usp9x_mut;6.02418784371417e-08;clinic-gene
4676;cancer_type_detailed;126.37702270613649;9.29451051312992e-09;usp9x_mut;6.02418784371417e-08;clinic-gene
515;neoplasm_histologic_grade;129.27797212059224;9.910318065229635e-09;ptprd_mut;6.417367221664454e-08;clinic-gene
3006;stk11_mut;270.98884758364323;9.930592255194065e-09;ahnak_mut;6.424541489540827e-08;gene-gene
3599;flt3_mut;331.83170167623325;1.0312935108654535e-08;syne1_mut;6.665724107693731e-08;gene-gene
3073;stk11_mut;90.02243715063935;1.0515063277899305e-08;ncoa3_mut;6.783817832195978e-08;gene-gene
3222;sik2_mut;90.02243715063935;1.0515063277899305e-08;ncoa3_mut;6.783817832195978e-08;gene-gene
3080;stk11_mut;89.9911277388945;1.0635943285542662e-08;arid5b_mut;6.855473776391751e-08;gene-gene
3809;taf4b_mut;105.1544020859846;1.0783258514899565e-08;ctnna3_mut;6.9440209441109e-08;gene-gene
3810;taf4b_mut;105.1455435576223;1.0816028981109989e-08;brca1_mut;6.95871035828872e-08;gene-gene
2646;nek1_mut;75.47269804003454;1.1066930649749845e-08;dcaf4l2_mut;7.113582746071957e-08;gene-gene
4346;tumor_other_histologic_subtype;253.24731464648258;1.114874827776659e-08;cdh1_mut;7.146449928142676e-08;clinic-gene
4638;cancer_type_detailed;253.24731464648258;1.114874827776659e-08;cdh1_mut;7.146449928142676e-08;clinic-gene
4492;oncotree_code;253.24731464648258;1.114874827776659e-08;cdh1_mut;7.146449928142676e-08;clinic-gene
2648;nek1_mut;75.44759765041518;1.1176054914211962e-08;cdkn1b_mut;7.157387322236386e-08;gene-gene
2652;nek1_mut;75.42255052422207;1.1286010336452666e-08;nrg3_mut;7.221186283955566e-08;gene-gene
1860;sbno1_mut;117.88026346741941;1.1438913973684385e-08;afdn_mut;7.31232314127473e-08;gene-gene
6730;nr3c1_mut;211.17739163966078;1.1461397362496544e-08;herc2_mut;7.319998480051495e-08;gene-gene
1865;sbno1_mut;117.80116474841985;1.1737860784424071e-08;ubr5_mut;7.48971993614347e-08;gene-gene
4103;prkacg_mut;111.39307728781414;1.1816731716714569e-08;asxl1_mut;7.533166469405537e-08;gene-gene
4104;prkacg_mut;111.38473739439924;1.1849667586038042e-08;fancd2_mut;7.547276884562242e-08;gene-gene
1529;ptprm_mut;204.11118436902578;1.1945751247799909e-08;tg_mut;7.601544988012566e-08;gene-gene
1664;gldc_mut;330.7597041633705;1.2872790871611878e-08;syne1_mut;8.184002713371446e-08;gene-gene
3372;ptpn22_mut;94.54183179680408;1.3239930601337595e-08;bap1_mut;8.402124896598163e-08;gene-gene
3521;tumor_size;94.54183179680408;1.3239930601337595e-08;bap1_mut;8.402124896598163e-08;clinic-gene
2928;type_of_breast_surgery;85.8824340282935;1.3287049059983013e-08;chd1_mut;8.424374934854928e-08;clinic-gene
1409;myo3a_mut;125.23746871562255;1.3347878351490158e-08;usp9x_mut;8.455269813405415e-08;gene-gene
3007;stk11_mut;270.9789056570509;1.3416486567613307e-08;dnah11_mut;8.483347660444963e-08;gene-gene
3156;sik2_mut;270.97890565705086;1.3416486567613689e-08;dnah11_mut;8.483347660444963e-08;gene-gene
2355;fam20c_mut;67.28766776198584;1.3525199226435856e-08;fbxw7_mut;8.544355062848764e-08;gene-gene
1412;myo3a_mut;125.19284580955951;1.353789841429358e-08;thsd7a_mut;8.54465187178584e-08;gene-gene
2790;sik1_mut;78.64774105930283;1.3570331422722069e-08;smad4_mut;8.55739220672916e-08;gene-gene
2792;sik1_mut;78.63572190739043;1.363293393403944e-08;prkcq_mut;8.58137922496705e-08;gene-gene
2791;sik1_mut;78.63572190739042;1.3632933934039537e-08;casp8_mut;8.58137922496705e-08;gene-gene
1724;gldc_mut;107.55916477793312;1.4452961860540419e-08;kdm6a_mut;9.089364943257957e-08;gene-gene
1371;myo3a_mut;251.97862583913388;1.4987320137581924e-08;cdh1_mut;9.406089747498171e-08;gene-gene
4378;tumor_other_histologic_subtype;126.41375674219066;1.5010433760498727e-08;lamb3_mut;9.406089747498171e-08;clinic-gene
4670;cancer_type_detailed;126.41375674219066;1.5010433760498727e-08;lamb3_mut;9.406089747498171e-08;clinic-gene
4524;oncotree_code;126.41375674219066;1.5010433760498727e-08;lamb3_mut;9.406089747498171e-08;clinic-gene
4240;large1_mut;118.460621377359;1.5813358441619975e-08;setd1a_mut;9.900352637240033e-08;gene-gene
832;ep300_mut;103.84416630878333;1.687044238073381e-08;brca1_mut;1.055271091443036e-07;gene-gene
2273;fam20c_mut;202.7242558158926;1.7043890088530158e-08;tg_mut;1.0651669056221845e-07;gene-gene
783;ep300_mut;208.9415954734813;2.014334126422566e-08;akap9_mut;1.2577437481067443e-07;gene-gene
5846;agtr2_mut;172.65672066545673;2.0202641059002185e-08;notch1_mut;1.259195834783678e-07;gene-gene
5697;ctnna1_mut;172.6567206654567;2.0202641059002473e-08;notch1_mut;1.259195834783678e-07;gene-gene
5997;magea8_mut;172.62490605257562;2.0378845028198108e-08;ncor2_mut;1.2690462585741548e-07;gene-gene
5106;ldlrap1_mut;158.18343846235533;2.0788574865706548e-08;pten_mut;1.2934084825172898e-07;gene-gene
5108;ldlrap1_mut;158.1718494757789;2.0856961742890025e-08;atr_mut;1.295356370645128e-07;gene-gene
4959;nf2_mut;158.17184947577886;2.0856961742890637e-08;atr_mut;1.295356370645128e-07;gene-gene
1404;myo3a_mut;125.3494492332766;2.0964199264118242e-08;arid1b_mut;1.3008602154386693e-07;gene-gene
3903;hdac9_mut;235.79816955276291;2.1309084571234774e-08;dnah2_mut;1.3210876122379536e-07;gene-gene
1775;gldc_mut;53.60589912371815;2.2430627238346602e-08;cdkn2a_mut;1.389386458460352e-07;gene-gene
2650;nek1_mut;75.44759765041519;2.293889499521404e-08;men1_mut;1.4196108001023958e-07;gene-gene
1831;sbno1_mut;177.16967254598686;2.7598492336223132e-08;col6a3_mut;1.7064660703822216e-07;gene-gene
1833;sbno1_mut;177.13853335412205;2.782946833692666e-08;lama2_mut;1.7192263065438246e-07;gene-gene
2359;fam20c_mut;67.25937878176686;2.9983405655778835e-08;rpgr_mut;1.85065419891278e-07;gene-gene
548;neoplasm_histologic_grade;79.94461945488474;3.241406324157167e-08;jak1_mut;1.9989149149943626e-07;clinic-gene
1183;fanca_mut;40.48379572040504;3.437548009340324e-08;mtap_mut;2.1180024639559826e-07;gene-gene
1410;myo3a_mut;125.23746871562255;3.4964103325720655e-08;setd2_mut;2.1523717175049355e-07;gene-gene
1576;ptprm_mut;101.6771227660854;3.517065195241328e-08;ctnna3_mut;2.1631808555590808e-07;gene-gene
1577;ptprm_mut;101.65866972377938;3.539027720774894e-08;brca1_mut;2.174774554534229e-07;gene-gene
485;neoplasm_histologic_grade;194.32943053225995;3.550405243111141e-08;pde4dip_mut;2.179848983621928e-07;clinic-gene
3069;stk11_mut;90.0538470203898;3.5715164555379153e-08;cacna2d3_mut;2.1908854675016168e-07;gene-gene
3220;sik2_mut;90.04336587197675;3.5848099651492076e-08;aff2_mut;2.196098767646233e-07;gene-gene
6877;tbl1xr1_mut;237.59070537360495;3.5863012650412935e-08;ryr2_mut;2.196098767646233e-07;gene-gene
4153;prkacg_mut;54.642210921280686;3.6831438985009725e-08;gpr32_mut;2.2534261312457351e-07;gene-gene
4156;prkacg_mut;54.63413334094791;3.6959488105066903e-08;acvrl1_mut;2.2574470617917e-07;gene-gene
4814;ppp2r2a_mut;145.96412234633425;3.696177814068563e-08;myh9_mut;2.2574470617917e-07;gene-gene
1989;kdm3a_mut;58.75837668207146;3.7974360179111385e-08;akt1_mut;2.3172651054275218e-07;gene-gene
2071;kdm3a_mut;58.70841916481451;3.877581244061082e-08;chek2_mut;2.36410647052834e-07;gene-gene
2212;er_status_measured_by_ihc;62.69550364309524;3.9293404938522024e-08;clk3_mut;2.3935747193151996e-07;clinic-gene
3662;flt3_mut;99.58555878845641;4.1186920964977075e-08;foxo3_mut;2.506733595664589e-07;gene-gene
1720;gldc_mut;107.61135791437486;4.131099074425812e-08;ctcf_mut;2.512096538991571e-07;gene-gene
2582;nek1_mut;151.39593699522888;4.1454502653428734e-08;col22a1_mut;2.5186313916478834e-07;gene-gene
1722;gldc_mut;107.57654381298732;4.178556326555243e-08;fancd2_mut;2.536539796146089e-07;gene-gene
3515;tumor_size;94.571580775912;4.251092408267889e-08;brca2_mut;2.5783318278270606e-07;clinic-gene
4244;large1_mut;118.42916533418611;4.3127218488789206e-08;rb1_mut;2.6134421125860383e-07;gene-gene
4873;ppp2r2a_mut;71.92229284086822;4.394313302153125e-08;cdkn1b_mut;2.6605777332880316e-07;gene-gene
2644;nek1_mut;75.47269804003454;4.543808407556682e-08;smarcc1_mut;2.7439575923594435e-07;gene-gene
2643;nek1_mut;75.47269804003454;4.543808407556682e-08;prkcq_mut;2.7439575923594435e-07;gene-gene
2645;nek1_mut;75.47269804003453;4.5438084075567144e-08;palld_mut;2.7439575923594435e-07;gene-gene
4961;nf2_mut;158.16606449205293;4.6901136731736134e-08;ncor1_mut;2.829863923528846e-07;gene-gene
1971;kdm3a_mut;236.34183202639954;4.794549708665973e-08;ryr2_mut;2.8903812609533354e-07;gene-gene
5082;ldlrap1_mut;316.6294048200315;4.8550460984147195e-08;map3k1_mut;2.924328197381349e-07;gene-gene
3168;sik2_mut;180.48752659512292;5.0529708638944106e-08;utrn_mut;3.038305286233283e-07;gene-gene
3019;stk11_mut;180.4875265951229;5.052970863894483e-08;utrn_mut;3.038305286233283e-07;gene-gene
3899;hdac9_mut;316.27408141352936;5.217614427471007e-08;map3k1_mut;3.1346063632622466e-07;gene-gene
1367;myo3a_mut;230.63263480264033;5.252995764844667e-08;gata3_mut;3.153151323794647e-07;gene-gene
3807;taf4b_mut;105.17214765728548;5.4622525888532946e-08;taf1_mut;3.275944964662487e-07;gene-gene
4008;hdac9_mut;51.52484602316797;5.5585551839993685e-08;cdkn2a_mut;3.3308426304119716e-07;gene-gene
4101;prkacg_mut;111.40142614403764;5.593914034060282e-08;apc_mut;3.349158299569768e-07;gene-gene
1774;gldc_mut;53.60589912371815;5.745184392538264e-08;acvrl1_mut;3.436781108789799e-07;gene-gene
3467;tumor_size;189.4980128660301;6.023794184343286e-08;tbx3_mut;3.600363555689182e-07;clinic-gene
869;ep300_mut;69.02823349330238;6.594503575208383e-08;map3k13_mut;3.938102263246237e-07;gene-gene
4955;nf2_mut;158.2008696466103;6.890299198600384e-08;col12a1_mut;4.1112314688830814e-07;gene-gene
2498;npnt_mut;72.54081128169261;6.970192077061662e-08;bcas3_mut;4.1553525633472553e-07;gene-gene
1390;myo3a_mut;158.08458613855893;7.113544087529935e-08;col12a1_mut;4.2371979999634834e-07;gene-gene
3517;tumor_size;94.57158077591201;7.47506509959534e-08;arid2_mut;4.4449599873083096e-07;clinic-gene
3368;ptpn22_mut;94.57158077591201;7.47506509959534e-08;arid2_mut;4.4449599873083096e-07;gene-gene
3558;tumor_size;46.25030455645179;7.814273489085315e-08;kras_mut;4.64271503981625e-07;clinic-gene
1626;ptprm_mut;50.6747758354436;8.040971113109231e-08;cdkn2a_mut;4.773344534179626e-07;gene-gene
1110;fanca_mut;122.50246201834351;8.097991298578082e-08;ptprd_mut;4.803112496024198e-07;gene-gene
829;ep300_mut;103.92553171196946;8.220182347338747e-08;taf1_mut;4.871451574288027e-07;gene-gene
4480;oncotree_code;38.547244603018775;8.639797020410688e-08;tumor_stage;5.107128746329059e-07;clinic-clinic
4334;tumor_other_histologic_subtype;38.547244603018775;8.639797020410688e-08;tumor_stage;5.107128746329059e-07;clinic-clinic
4626;cancer_type_detailed;38.547244603018775;8.639797020410688e-08;tumor_stage;5.107128746329059e-07;clinic-clinic
2067;kdm3a_mut;58.724674232870946;8.87154005713888e-08;prkce_mut;5.235257633380858e-07;gene-gene
1918;sbno1_mut;58.724674232870946;8.87154005713888e-08;prkce_mut;5.235257633380858e-07;gene-gene
3950;hdac9_mut;105.21667863637029;9.023395221442811e-08;pik3r1_mut;5.320376574870964e-07;gene-gene
3804;taf4b_mut;105.1988375305102;9.075762617022024e-08;ctcf_mut;5.342069245745195e-07;gene-gene
5992;magea8_mut;172.66737248659288;9.09076904707462e-08;col6a3_mut;5.342069245745195e-07;gene-gene
5694;ctnna1_mut;172.66737248659288;9.09076904707462e-08;col6a3_mut;5.342069245745195e-07;gene-gene
5545;dtwd2_mut;172.66737248659288;9.09076904707462e-08;col6a3_mut;5.342069245745195e-07;gene-gene
5398;prr16_mut;172.65672066545676;9.116157607695018e-08;lama2_mut;5.352486823946647e-07;gene-gene
3806;taf4b_mut;105.18103473083553;9.128315866660725e-08;fancd2_mut;5.355125353514567e-07;gene-gene
2272;fam20c_mut;202.76471030410343;9.280094118856558e-08;akap9_mut;5.439598792655266e-07;gene-gene
1563;ptprm_mut;101.90011195692912;9.498475541911619e-08;erbb3_mut;5.562937855099454e-07;gene-gene
2786;sik1_mut;78.68387535564901;9.846554987208257e-08;smarcc2_mut;5.761966473670359e-07;gene-gene
3299;ptpn22_mut;380.09149050450293;1.0563784345192675e-07;ahnak2_mut;6.176498846850312e-07;gene-gene
6772;nr3c1_mut;104.55524566991991;1.1178730490630143e-07;pik3r1_mut;6.530584442979332e-07;gene-gene
1978;kdm3a_mut;177.24782293178515;1.1694288287982832e-07;utrn_mut;6.826064516970429e-07;gene-gene
716;cellularity;69.05583431707569;1.3192807280754217e-07;nrg3_mut;7.694335932439875e-07;clinic-gene
446;neoplasm_histologic_grade;40.24134012182512;1.3350236297610747e-07;cancer_type_detailed;7.773175084283858e-07;clinic-clinic
461;neoplasm_histologic_grade;40.24134012182512;1.3350236297610747e-07;oncotree_code;7.773175084283858e-07;clinic-clinic
2492;npnt_mut;72.56704123375322;1.3545350620802856e-07;smad4_mut;7.880213554333851e-07;gene-gene
2495;npnt_mut;72.55391928538053;1.3611907124942836e-07;smarcc1_mut;7.912345680696805e-07;gene-gene
2583;nek1_mut;151.383672912581;1.3838810887994608e-07;pten_mut;8.037553755146993e-07;gene-gene
596;cellularity;42.60958926345357;1.3934256036923013e-07;pam50_+_claudin-low_subtype;8.067706825525755e-07;clinic-clinic
4645;cancer_type_detailed;188.89922557088238;1.3936914467453252e-07;pde4dip_mut;8.067706825525755e-07;clinic-gene
4353;tumor_other_histologic_subtype;188.89922557088238;1.3936914467453252e-07;pde4dip_mut;8.067706825525755e-07;clinic-gene
4499;oncotree_code;188.89922557088238;1.3936914467453252e-07;pde4dip_mut;8.067706825525755e-07;clinic-gene
3482;tumor_size;141.10974108784112;1.478357898224647e-07;myh9_mut;8.550733969284445e-07;clinic-gene
3802;taf4b_mut;105.21667863637028;1.493622705080623e-07;asxl2_mut;8.631879107029209e-07;gene-gene
553;neoplasm_histologic_grade;77.33391030159775;1.608617020322837e-07;smarcc2_mut;9.288766215698893e-07;clinic-gene
4779;ppp2r2a_mut;438.6611420187074;1.6194873451310988e-07;muc16_mut;9.343813443791072e-07;gene-gene
5675;ctnna1_mut;345.57373240840036;1.6317345900205437e-07;kmt2c_mut;9.391210527573468e-07;gene-gene
5377;prr16_mut;345.57373240840036;1.6317345900205437e-07;kmt2c_mut;9.391210527573468e-07;gene-gene
5526;dtwd2_mut;345.5737324084003;1.631734590020637e-07;kmt2c_mut;9.391210527573468e-07;gene-gene
